ID,AGE,GENDER,DRIVING_EXPERIENCE,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,Vehicle t ype,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,,,air bag
26331,26-39,male,10-19y,upper class,0.622872446,1,after 2015,1,1,32765,11000,4,0,0,0,Sedan,40.675076,-73.98801,"(40.675076, -73.98801)",3 AVENUE,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,,,1
979729,40-64,female,20-29y,upper class,0.61409194,1,before 2015,1,1,10238,10000,3,0,2,0,Sedan,40.830345,-73.92328,"(40.830345, -73.92328)",GERARD AVENUE,EAST 164 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,0
699484,40-64,female,0-9y,middle class,,1,before 2015,1,1,92101,11000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.90214,-73.898636,"(40.90214, -73.898636)",,,5421      SYLVAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
292274,40-64,male,20-29y,middle class,0.334656908,0,before 2015,0,1,92101,14000,0,1,2,1,Station Wagon/Sport Utility Vehicle,,,,HORACE HARDING EXPRESSWAY,SPRINGFIELD BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,0
254132,16-25,female,0-9y,poverty,0.299892157,0,before 2015,0,0,10238,14000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.71729,-73.83208,"(40.71729, -73.83208)",GRAND CENTRAL PARKWAY,77 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
88904,40-64,male,20-29y,upper class,0.623338024,0,after 2015,1,1,10238,6000,5,1,4,0,Sedan,40.65183,-73.91113,"(40.65183, -73.91113)",,,703       EAST 96 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,0
803658,40-64,male,10-19y,upper class,0.457329607,1,after 2015,1,1,10238,7000,3,0,0,0,Sedan,40.671177,-73.9747,"(40.671177, -73.9747)",GARFIELD PLACE,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
5451,65+,female,30y+,upper class,0.636213891,1,before 2015,1,1,10238,,5,0,1,0,Station Wagon/Sport Utility Vehicle,40.82304,-73.88193,"(40.82304, -73.88193)",BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,1
630803,65+,male,0-9y,upper class,0.771006094,0,before 2015,0,0,10238,16000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.674282,-73.9618,"(40.674282, -73.9618)",,,500       STERLING PLACE,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
378149,16-25,female,0-9y,poverty,0.365586813,1,after 2015,0,1,10238,13000,0,0,0,0,Bike,40.643425,-74.01207,"(40.643425, -74.01207)",5 AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,0
726508,40-64,female,0-9y,upper class,0.644754355,1,after 2015,1,1,10238,,0,0,0,0,Moped,40.72293,-73.847336,"(40.72293, -73.847336)",QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,,2,0,1,0,1,0,0,0,Unspecified,,,0
567839,26-39,female,10-19y,working class,0.360339443,1,before 2015,1,1,10238,9000,2,0,3,0,Sedan,40.849407,-73.900894,"(40.849407, -73.900894)",VALENTINE AVENUE,EAST 178 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
342290,16-25,male,0-9y,working class,0.448213616,1,before 2015,0,0,10238,13000,0,0,0,1,Sedan,40.735485,-73.867195,"(40.735485, -73.867195)",94 STREET,58 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
468313,26-39,female,10-19y,upper class,0.437534676,0,before 2015,1,1,10238,9000,1,0,1,0,ambulance,40.64477,-73.954735,"(40.64477, -73.954735)",BEVERLEY ROAD,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,,,0
329918,40-64,male,10-19y,upper class,0.659515285,1,after 2015,0,0,32765,,2,1,0,0,Sedan,40.667427,-73.89181,"(40.667427, -73.89181)",,,458       WYONA STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
170044,26-39,female,10-19y,middle class,0.506379044,1,before 2015,0,0,10238,16000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.734314,-73.93803,"(40.734314, -73.93803)",REVIEW AVENUE,VANDAM STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
198069,40-64,male,10-19y,working class,0.453811255,0,before 2015,0,1,32765,13000,1,0,0,1,Sedan,40.678238,-73.94415,"(40.678238, -73.94415)",ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,1
386427,40-64,male,20-29y,upper class,0.456819309,0,before 2015,1,1,10238,14000,2,0,1,0,Bus,40.580883,-73.93669,"(40.580883, -73.93669)",,,1812      SHORE BOULEVARD,0,0,0,0,0,0,0,0,Unsafe Speed,,,0
471255,16-25,female,0-9y,poverty,0.329075881,1,before 2015,0,0,10238,17000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.741028,-73.99417,"(40.741028, -73.99417)",WEST 20 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,1
553327,65+,male,10-19y,upper class,0.408366831,1,after 2015,1,1,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.69141,-73.72668,"(40.69141, -73.72668)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
854954,26-39,female,10-19y,poverty,0.400781322,1,before 2015,1,1,10238,11000,0,0,0,0,Ambulance,40.628036,-74.00656,"(40.628036, -74.00656)",66 STREET,11 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,,,1
30983,65+,male,30y+,upper class,0.608083108,1,before 2015,1,1,10238,8000,6,0,3,0,Taxi,40.717754,-73.95313,"(40.717754, -73.95313)",,,229       NORTH 10 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,0
840271,40-64,female,20-29y,middle class,0.653998324,1,before 2015,1,1,10238,12000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.836754,-73.875084,"(40.836754, -73.875084)",EAST 177 STREET,BRONX RIVER AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
112877,16-25,female,0-9y,poverty,0.357476958,0,before 2015,0,0,92101,13000,0,0,0,1,Sedan,40.660286,-73.74298,"(40.660286, -73.74298)",BROOKVILLE BOULEVARD,MAYDA ROAD,,1,0,0,0,0,0,1,0,Unspecified,,,1
322099,65+,female,20-29y,upper class,,0,before 2015,1,1,32765,10000,4,0,0,0,Station Wagon/Sport Utility Vehicle,40.830414,-73.896706,"(40.830414, -73.896706)",LYMAN PLACE,FREEMAN STREET,,1,0,0,0,1,0,0,0,Alcohol Involvement,,,1
759069,65+,female,10-19y,working class,0.406940341,1,before 2015,1,1,10238,8000,0,0,0,0,Sedan,40.688698,-73.942085,"(40.688698, -73.942085)",THROOP AVENUE,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,,,0
482179,40-64,female,20-29y,upper class,0.641485826,1,before 2015,1,1,10238,10000,4,0,2,0,Box Truck,40.736046,-73.92673,"(40.736046, -73.92673)",LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,1
605977,40-64,male,20-29y,upper class,0.682229612,1,before 2015,0,1,10238,13000,4,0,2,0,Sedan,40.657864,-73.89227,"(40.657864, -73.89227)",LINDEN BOULEVARD,GEORGIA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
38241,26-39,female,10-19y,middle class,0.397782813,1,before 2015,1,1,10238,10000,1,0,2,0,Sedan,40.690216,-73.96028,"(40.690216, -73.96028)",,,298       CLASSON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,0
910385,26-39,male,10-19y,poverty,,0,after 2015,0,0,10238,15000,1,0,1,0,Sedan,40.812855,-73.90725,"(40.812855, -73.90725)",WALES AVENUE,EAST 149 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,1
857086,26-39,female,10-19y,middle class,0.656110741,0,after 2015,1,1,10238,8000,4,0,1,0,Station Wagon/Sport Utility Vehicle,40.6338,-73.8897,"(40.6338, -73.8897)",ROCKAWAY PARKWAY,SEAVIEW AVENUE,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,1
252056,26-39,female,10-19y,working class,0.313125335,0,before 2015,0,0,32765,14000,4,1,0,1,Station Wagon/Sport Utility Vehicle,40.658966,-73.7321,"(40.658966, -73.7321)",255 STREET,MEMPHIS AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
893933,26-39,male,10-19y,upper class,0.63075663,1,after 2015,1,1,10238,10000,1,0,2,0,Sedan,,,,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,0
156460,65+,female,30y+,upper class,0.651054421,1,after 2015,1,1,32765,10000,3,0,1,0,Sedan,40.579197,-73.98195,"(40.579197, -73.98195)",STILLWELL AVENUE,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,1
912492,40-64,female,20-29y,upper class,0.554373168,1,before 2015,0,1,32765,,4,1,2,0,Sedan,40.62095,-73.9555,"(40.62095, -73.9555)",OCEAN AVENUE,AVENUE L,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,0
277663,26-39,female,10-19y,middle class,0.429717438,1,before 2015,0,1,10238,13000,0,1,0,0,Sedan,40.726524,-73.99585,"(40.726524, -73.99585)",BLEECKER STREET,BROADWAY,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
410057,16-25,female,0-9y,middle class,0.359580843,0,before 2015,0,0,10238,15000,0,0,0,1,Sedan,40.69231,-73.88147,"(40.69231, -73.88147)",JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Unspecified,,,1
996062,40-64,male,20-29y,working class,0.394207728,0,before 2015,1,1,21217,8000,4,0,5,1,Sedan,40.839767,-73.905396,"(40.839767, -73.905396)",WEBSTER AVENUE,CLAREMONT PARKWAY,,0,0,0,0,0,0,0,0,Turning Improperly,,,0
677939,40-64,male,10-19y,upper class,0.637602303,1,after 2015,0,1,32765,16000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.766785,-73.895,"(40.766785, -73.895)",ASTORIA BOULEVARD,74 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
796287,65+,male,30y+,upper class,0.51171062,1,after 2015,0,1,10238,16000,4,0,3,0,Taxi,40.541603,-74.177376,"(40.541603, -74.177376)",,,831       ANNADALE ROAD,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,1
922995,65+,male,20-29y,upper class,0.663507291,1,after 2015,1,1,10238,15000,4,1,0,0,Sedan,40.763428,-73.99271,"(40.763428, -73.99271)",WEST 48 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
985487,65+,female,20-29y,upper class,0.695513128,1,after 2015,1,1,10238,11000,2,0,0,0,Station Wagon/Sport Utility Vehicle,40.830738,-73.9105,"(40.830738, -73.9105)",WEBSTER AVENUE,EAST 167 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,1
357529,26-39,female,0-9y,middle class,0.357055975,1,before 2015,1,1,92101,9000,0,0,0,0,Sedan,40.789467,-73.784225,"(40.789467, -73.784225)",CROSS ISLAND PARKWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,,,1
558216,40-64,male,20-29y,middle class,0.409272798,1,after 2015,1,1,10238,,4,1,3,0,Pick-up Truck,40.635426,-73.92474,"(40.635426, -73.92474)",GLENWOOD ROAD,EAST 54 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,0
487682,40-64,male,20-29y,upper class,0.539244299,1,after 2015,1,1,92101,15000,2,0,2,1,Station Wagon/Sport Utility Vehicle,40.65763,-73.85625,"(40.65763, -73.85625)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,,,1
942975,26-39,male,10-19y,poverty,0.325220484,0,before 2015,1,1,10238,,2,0,1,0,Station Wagon/Sport Utility Vehicle,40.831993,-73.90541,"(40.831993, -73.90541)",,,3565      3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
127667,26-39,male,10-19y,poverty,0.38823888,1,before 2015,0,0,10238,14000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.632847,-73.928375,"(40.632847, -73.928375)",AVENUE H,UTICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
84458,40-64,female,20-29y,middle class,0.654109037,1,before 2015,0,1,32765,9000,2,1,1,1,Sedan,40.656338,-73.89331,"(40.656338, -73.89331)",,,184       MALTA STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
711515,65+,female,20-29y,upper class,0.593928332,1,after 2015,1,1,32765,6000,6,1,3,0,Sedan,,,,BRONX RIVER PARKWAY,MOSHOLU PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
463200,40-64,female,20-29y,upper class,0.686613771,1,after 2015,0,0,10238,11000,2,0,2,0,Sedan,40.670803,-73.918785,"(40.670803, -73.918785)",,,1804      STERLING PLACE,0,0,0,0,0,0,0,0,Unspecified,,,1
147567,26-39,female,10-19y,upper class,,0,after 2015,0,1,10238,14000,0,0,0,0,Sedan,40.596,-73.77067,"(40.596, -73.77067)",BEACH CHANNEL DRIVE,BEACH 38 STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,1
47324,26-39,female,10-19y,middle class,0.495177162,1,after 2015,1,1,10238,10000,1,0,0,0,Sedan,40.87898,-73.86093,"(40.87898, -73.86093)",,,814       EAST 214 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
67410,40-64,female,20-29y,middle class,0.492128899,1,before 2015,0,1,21217,10000,2,0,2,1,Bus,40.7806,-73.77536,"(40.7806, -73.77536)",,,23-70     BELL BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,1
535043,26-39,female,10-19y,upper class,0.515345255,1,before 2015,1,1,32765,10000,0,0,0,0,USPS,40.680035,-73.9055,"(40.680035, -73.9055)",BROADWAY,EASTERN PARKWAY,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,0
381569,26-39,male,0-9y,upper class,0.560643985,1,after 2015,0,1,32765,10000,0,0,0,1,Taxi,40.678253,-74.00273,"(40.678253, -74.00273)",HENRY STREET,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
828491,65+,male,10-19y,upper class,0.532585662,0,after 2015,0,1,10238,9000,1,0,2,0,Sedan,40.75829,-73.83431,"(40.75829, -73.83431)",COLLEGE POINT BOULEVARD,ROOSEVELT AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,1
10545,16-25,male,0-9y,poverty,0.233057469,0,before 2015,0,0,10238,17000,0,0,0,1,Ambulance,40.65463,-73.92201,"(40.65463, -73.92201)",REMSEN AVENUE,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,,,1
20441,65+,male,20-29y,upper class,,1,before 2015,1,1,32765,13000,7,3,0,0,Sedan,40.667366,-73.92274,"(40.667366, -73.92274)",RALPH AVENUE,UNION STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
887988,40-64,male,0-9y,upper class,0.479581844,1,after 2015,1,1,10238,7000,0,0,0,0,Sedan,40.822712,-73.903145,"(40.822712, -73.903145)",EAST 163 STREET,TINTON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,,,1
998629,26-39,male,10-19y,working class,0.473920148,1,before 2015,0,1,10238,12000,3,1,4,1,Station Wagon/Sport Utility Vehicle,40.75979,-73.98793,"(40.75979, -73.98793)",8 AVENUE,WEST 46 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,0
577297,26-39,female,0-9y,working class,0.431242179,1,before 2015,0,1,10238,12000,0,0,0,0,Sedan,40.688416,-73.804665,"(40.688416, -73.804665)",,,142-19    LAKEWOOD AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,1
657183,40-64,male,20-29y,working class,,0,before 2015,0,1,10238,10000,3,2,4,0,Station Wagon/Sport Utility Vehicle,40.66041,-73.87693,"(40.66041, -73.87693)",WORTMAN AVENUE,ELTON STREET,,1,0,0,0,0,0,1,0,Unspecified,,,1
113878,65+,female,30y+,upper class,0.593654984,1,before 2015,1,1,10238,10000,1,1,5,0,Sedan,40.817413,-73.80946,"(40.817413, -73.80946)",,,370       PENNYFIELD AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
296999,40-64,female,20-29y,working class,,0,before 2015,1,1,10238,14000,2,0,3,1,Sedan,40.715046,-73.964806,"(40.715046, -73.964806)",SOUTH 1 STREET,WYTHE AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,1
894128,26-39,female,10-19y,upper class,0.668277178,1,before 2015,1,1,10238,13000,4,0,2,0,Station Wagon/Sport Utility Vehicle,40.86676,-73.920616,"(40.86676, -73.920616)",WEST 207 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,0
709883,16-25,female,0-9y,poverty,0.545606967,1,before 2015,0,0,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.753967,-73.85826,"(40.753967, -73.85826)",,,109-09    37 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
852975,16-25,female,0-9y,poverty,0.380695143,0,before 2015,0,1,10238,10000,0,0,0,1,Sedan,40.686863,-73.757965,"(40.686863, -73.757965)",120 ROAD,LUCAS STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,,,0
318240,26-39,male,10-19y,upper class,0.737041153,1,before 2015,1,0,32765,9000,3,1,2,0,Station Wagon/Sport Utility Vehicle,40.583687,-73.94487,"(40.583687, -73.94487)",EMMONS AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
148942,40-64,male,20-29y,upper class,0.705442774,1,after 2015,1,1,92101,14000,1,0,3,0,Station Wagon/Sport Utility Vehicle,40.67392,-73.91012,"(40.67392, -73.91012)",EASTERN PARKWAY,BERGEN STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,1
390367,16-25,male,0-9y,working class,0.325455806,0,before 2015,1,0,10238,,0,0,0,1,Sedan,40.822018,-73.953674,"(40.822018, -73.953674)",WEST 138 STREET,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
767755,26-39,male,10-19y,working class,0.25488799,1,after 2015,1,0,10238,8000,3,0,6,0,Bike,40.711155,-73.7943,"(40.711155, -73.7943)",,,87-37     168 PLACE,0,0,0,0,0,0,0,0,Unspecified,,,1
163788,65+,male,0-9y,upper class,0.713301017,1,before 2015,0,0,10238,16000,0,0,0,1,Sedan,40.83928,-73.93986,"(40.83928, -73.93986)",,,1112      SAINT NICHOLAS AVENUE,1,0,0,0,1,0,0,0,Following Too Closely,,,0
310421,16-25,female,0-9y,poverty,0.417612326,0,before 2015,0,1,10238,13000,0,0,0,1,Bike,40.766884,-73.82396,"(40.766884, -73.82396)",34 AVENUE,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
232427,26-39,female,10-19y,working class,0.615829482,0,after 2015,0,0,10238,16000,0,0,0,0,Van,40.74782,-73.99665,"(40.74782, -73.99665)",8 AVENUE,WEST 27 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,1
511456,65+,female,30y+,middle class,0.672423439,1,before 2015,1,1,32765,13000,3,1,3,0,Sedan,0,0,"(0.0, 0.0)",,,113       MAC DOUGAL STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
734874,40-64,male,20-29y,middle class,0.414390349,1,after 2015,0,1,32765,9000,7,2,3,0,Station Wagon/Sport Utility Vehicle,,,,HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
741579,40-64,male,0-9y,middle class,,1,before 2015,0,1,10238,9000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.682106,-73.92257,"(40.682106, -73.92257)",,,221       RALPH AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,,,0
279568,65+,female,30y+,middle class,0.469665745,0,before 2015,1,1,32765,6000,9,0,1,0,Station Wagon/Sport Utility Vehicle,40.760773,-73.92417,"(40.760773, -73.92417)",,,32-76     33 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
862250,26-39,male,10-19y,working class,0.507358995,1,after 2015,0,0,10238,11000,0,0,3,0,Sedan,40.747295,-73.97405,"(40.747295, -73.97405)",2 AVENUE,EAST 38 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
878505,65+,male,30y+,upper class,0.681766205,0,before 2015,1,1,10238,13000,1,0,2,0,Station Wagon/Sport Utility Vehicle,40.665726,-73.96425,"(40.665726, -73.96425)",,,450       FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,,,1
982915,40-64,male,0-9y,upper class,0.563360283,1,before 2015,0,1,10238,10000,0,0,0,0,Sedan,40.671684,-73.75647,"(40.671684, -73.75647)",141 AVENUE,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,1
425991,16-25,male,0-9y,poverty,0.199506008,1,before 2015,0,0,10238,18000,0,0,0,1,Sedan,,,,G.C.P. / L.I.E (CDR),,,0,0,0,0,0,0,0,0,Unspecified,,,1
109241,65+,male,10-19y,upper class,0.660539674,1,before 2015,1,1,32765,12000,1,0,0,1,ambulance,,,,HUTCHINSON RIVER PARKWAY,,,1,0,0,0,0,0,1,0,Unspecified,,,1
419581,26-39,male,10-19y,middle class,0.461269849,1,after 2015,1,1,10238,11000,0,1,1,0,Station Wagon/Sport Utility Vehicle,40.84434,-73.91475,"(40.84434, -73.91475)",WEST MOUNT EDEN AVENUE,JEROME AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,0
424145,65+,male,30y+,upper class,0.591927307,1,after 2015,1,1,32765,9000,14,2,3,0,Station Wagon/Sport Utility Vehicle,40.5322793,-74.2241343,"(40.5322793, -74.2241343)",WEST SHORE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,1
554007,16-25,male,0-9y,middle class,0.377789692,1,before 2015,0,0,10238,16000,0,0,0,0,Sedan,40.77493,-73.950806,"(40.77493, -73.950806)",1 AVENUE,,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,1
262618,40-64,female,20-29y,middle class,0.710770616,0,before 2015,1,1,10238,12000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.612736,-74.14149,"(40.612736, -74.14149)",,,26        FILLAT STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
210158,16-25,female,0-9y,poverty,0.394055876,0,before 2015,0,1,10238,11000,0,0,0,1,Box Truck,40.60573,-73.96557,"(40.60573, -73.96557)",,,1833      EAST 7 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
235587,16-25,male,0-9y,poverty,0.29734433,0,before 2015,0,0,10238,16000,0,0,0,1,Sedan,0,0,"(0.0, 0.0)",11 AVENUE,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,0
378082,40-64,female,20-29y,middle class,0.645416795,0,before 2015,1,1,10238,13000,3,2,1,0,Station Wagon/Sport Utility Vehicle,40.70875,-73.90929,"(40.70875, -73.90929)",,,489       FAIRVIEW AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
380371,26-39,female,10-19y,working class,0.35265236,1,after 2015,0,0,10238,16000,2,0,0,0,Sedan,40.63063,-74.00923,"(40.63063, -74.00923)",65 STREET,FORT HAMILTON PARKWAY,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,1
683612,16-25,male,0-9y,poverty,0.39898932,0,before 2015,0,1,32765,7000,0,0,0,1,Taxi,,,,KISSENA BOULEVARD,HORACE HARDING EXPRESSWAY,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,1
13493,40-64,male,0-9y,upper class,0.592060559,0,after 2015,1,1,32765,12000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.689365,-73.9058,"(40.689365, -73.9058)",WILSON AVENUE,COOPER STREET,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,,,0
985905,16-25,female,0-9y,poverty,0.237847031,0,before 2015,1,0,32765,14000,0,0,0,1,Station Wagon/Sport Utility Vehicle,0,0,"(0.0, 0.0)",31 STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,0
477834,40-64,female,20-29y,middle class,0.489052065,0,before 2015,1,1,10238,11000,0,0,1,0,Station Wagon/Sport Utility Vehicle,,,,WILLIAMSBURG BRIDGE INNER ROADWA,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
656474,40-64,female,20-29y,upper class,0.701307725,1,after 2015,1,1,32765,9000,5,0,0,0,Sedan,40.71611,-73.73137,"(40.71611, -73.73137)",,,221-16    99 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
839783,65+,female,30y+,upper class,,1,after 2015,1,1,32765,7000,5,0,0,0,Station Wagon/Sport Utility Vehicle,,,,,,494       GEORGIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
509343,16-25,male,0-9y,working class,,1,before 2015,0,1,10238,13000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.670082,-73.79067,"(40.670082, -73.79067)",130 AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,0
992244,26-39,male,10-19y,middle class,0.564614206,1,before 2015,0,1,10238,11000,2,0,1,1,Bike,40.62479,-74.029465,"(40.62479, -74.029465)",,,329       84 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
894489,26-39,male,10-19y,poverty,0.357525023,0,before 2015,0,1,92101,15000,3,0,0,1,Station Wagon/Sport Utility Vehicle,40.642708,-73.87845,"(40.642708, -73.87845)",,,11245     SEAVIEW AVENUE,1,0,0,0,1,0,0,0,Failure to Keep Right,,,1
610304,16-25,female,0-9y,poverty,0.321757239,1,before 2015,0,0,10238,14000,0,0,0,1,Station Wagon/Sport Utility Vehicle,0,0,"(0.0, 0.0)",AVENUE Z,HUBBARD STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
442822,65+,male,10-19y,upper class,0.703088116,1,after 2015,0,1,10238,14000,4,0,2,0,Station Wagon/Sport Utility Vehicle,40.80824,-73.95259,"(40.80824, -73.95259)",WEST 122 STREET,8 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
91634,16-25,male,0-9y,working class,0.281654148,1,after 2015,0,1,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,0,0,"(0.0, 0.0)",VANDERBILT AVENUE,,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,1
784737,40-64,male,20-29y,poverty,,0,before 2015,1,1,10238,10000,2,0,7,0,Bus,40.70675,-73.80224,"(40.70675, -73.80224)",PARSONS BOULEVARD,88 AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,,,1
